id,name,continent,flag,cuisine_summary,dish1_name,dish1_desc,dish2_name,dish2_desc,dish3_name,dish3_desc,dish4_name,dish4_desc,dish5_name,dish5_desc
czechia,Czechia,Europe,🇨🇿,"Czech food is beer-hall hearty — roast pork with bread dumplings and sauerkraut, goulash ladled into bread bowls, and svíčková (braised beef in cream sauce) that takes an afternoon to make properly.",Svíčková,"Braised beef sirloin in a creamy root vegetable sauce, served with bread dumplings, cranberry, and whipped cream. The Czech Sunday dish — rich, patient, and much-loved.",Vepřo knedlo zelo,Roast pork with bread dumplings and braised sauerkraut. The Czech pub classic — demanding a cold Pilsner alongside.,Trdelník,"Dough spiraled around a cylinder, grilled over charcoal, and rolled in cinnamon sugar. Prague's beloved street pastry, warm and fragrant.",,,,
denmark,Denmark,Europe,🇩🇰,"Danish food is New Nordic and old smørrebrød in one — open-faced rye bread sandwiches piled high with pickled herring or smoked salmon, and a modern restaurant scene that put foraging and fermentation on the world map.",Smørrebrød,"Open-faced rye bread sandwiches topped with pickled herring, smoked salmon, liver pâté, or roast beef, decorated with surgical care. The Danish lunch, eaten with aquavit.",Frikadeller,"Pan-fried pork-and-veal meatballs served with potato salad and pickled beets. The Danish home-cooking staple — satisfying, never fussy.",Æbleskiver,Fluffy spherical pancake balls dusted with powdered sugar and dipped in jam. The Christmas-season street snack and cozy kitchen tradition.,,,,
djibouti,Djibouti,Africa,🇩🇯,"Djiboutian food reflects its position at the Horn of Africa's trade crossroads — Somali and Ethiopian cooking form the base, layered with Yemeni spice traditions and French baguettes from the colonial era.",Skudahkharis,"Spiced rice with lamb or goat cooked with cumin, cardamom, and lime. Djibouti's version of the Gulf's fragrant rice dish.",Lahoh,"Spongy, lightly sour fermented flatbread — similar to Ethiopian injera. Eaten with honey at breakfast or used to scoop stews.",Fah-fah,Spiced goat soup with vegetables and chiles. The street-food staple and everyday restorative dish.,,,,
dominica,Dominica,North America,🇩🇲,"Dominican (Dominica) food is Creole cooking rooted in African and French heritage, shaped by one of the Caribbean's most untouched natural landscapes. Mountain chicken (the giant frog crapaud), freshwater crayfish, and dasheen (taro) are local staples found nowhere else in quite the same form. Callaloo soup, fish broth, and provisions (root vegetables) are everyday anchors. The 'Nature Isle' grows most of what it eats — spices, cocoa, bananas, and citrus from volcanic soil that produces some of the Caribbean's most intensely flavored produce.",Callaloo soup,"Dasheen (taro) leaves blended into a thick, dark green soup with coconut milk and okra. The Caribbean island staple — rich, earthy, deeply nourishing.",Pelau,"Rice cooked with pigeon peas, coconut milk, and chicken or pork. One-pot Caribbean cooking at its most comforting.",Saltfish and plantain,"Salt cod sautéed with onion, tomato, and peppers, served with fried ripe plantain. The everyday island breakfast plate.",,,,
dominican_republic,Dominican Republic,North America,🇩🇴,"Dominican food is hearty, colorful, and proudly filling — slow-braised meats, rice, beans, and plantain in every form. La bandera (the flag plate) is the national midday meal and the anchor of daily life.",La bandera dominicana,"White rice, stewed red beans, and braised chicken or beef — the national lunch plate, eaten across the country every single day.",Mangú,"Mashed boiled green plantain served with sautéed red onions, fried white cheese, salami, and eggs. The Dominican breakfast.",Sancocho,"Seven-meat stew with root vegetables, corn, and herbs, simmered for hours. The ultimate Dominican celebration dish.",,,,
ecuador,Ecuador,South America,🇪🇨,"Ecuadorian food spans three entirely different landscapes — ceviche and seafood on the Pacific coast, potato-and-cheese soups in the Andean highlands, and jungle ingredients from the Amazon. Each region eats as if the others don't exist.",Ceviche de camarón,"Shrimp cured in citrus with tomato, onion, and cilantro, served with plantain chips and popcorn on the side. The coast's essential dish.",Locro de papa,"Thick potato and cheese soup finished with avocado slices. The Andean highlands' comfort dish — warming, creamy, and filling at altitude.",Seco de pollo,"Chicken braised in naranjilla fruit juice, beer, and spices until deeply flavored. Ecuador's beloved everyday stew, served over rice.",,,,
egypt,Egypt,Africa,🇪🇬,"Egyptian food is ancient and filling — slow-cooked lentil dishes, falafel eaten warm in flatbread, and koshari (Cairo's great street food) that layers rice, pasta, and lentils into something improbably delicious.",Koshari,"Cairo's definitive street food: rice, pasta, and lentils layered in a bowl and topped with spiced tomato sauce and a mountain of crispy fried onions. Vegetarian, cheap, and addictive.",Ful medames,"Slow-cooked fava beans mashed with lemon, garlic, and cumin. Egypt's breakfast for thousands of years — served with eggs, bread, and a lot of olive oil.",Molokhia,"Jute leaves cooked into a thick, slightly viscous green soup with garlic and coriander, poured over rice or eaten with flatbread and rabbit or chicken.",,,,
el_salvador,El Salvador,North America,🇸🇻,"Salvadoran food is built around masa — and its greatest expression is the pupusa: a thick handmade corn cake stuffed with cheese, chicharrón, or loroco flower, pressed flat and griddled, then buried under curtido (fermented cabbage slaw) and tomato salsa. Beyond pupusas: yuca frita with chicharrón, sopa de pata (cow's foot soup), and tamales wrapped in banana leaf for Sunday mornings. The cuisine is unpretentious, immediate, and made for sharing — El Salvador's most beloved dishes all began as street food.",Pupusas,"Thick handmade corn tortillas stuffed with cheese, refried beans, or chicharrón, cooked on a dry griddle. El Salvador's national dish, eaten at breakfast, lunch, and dinner.",Curtido,"Lightly fermented cabbage slaw with carrot, onion, and oregano. The required and essential accompaniment to every pupusa — crunchy, sour, non-negotiable.",Sopa de pata,"Cow's foot soup with vegetables, corn, tripe, and herbs. A slow-cooked weekend ritual considered deeply restorative.",,,,
equatorial_guinea,Equatorial Guinea,Africa,🇬🇶,"Equatorial Guinean food is Central African rainforest cooking with a Spanish colonial overlay — cassava, plantain, and forest meats in the interior; rice and fresh seafood on the coast.",Pepper soup,"Spiced broth with goat or fish and local hot peppers. The all-occasion dish, eaten for every celebration and as an everyday comfort.",Sopa de mani,Peanut soup with chicken and vegetables — a Spanish-influenced adaptation of the West African groundnut stew.,Succotash de malanga,"Malanga (taro) cooked with beans and palm oil. A simple, starchy staple of the inland Bioko diet.",,,,
eritrea,Eritrea,Africa,🇪🇷,"Eritrean food shares much with Ethiopian — injera flatbread with spiced stews — but carries its own Red Sea coastal influence, an Italian pasta legacy from colonialism, and spice blends distinctly its own.",Zigni,"Spiced beef stew cooked with berbere chile paste, slow and red. Eritrea's signature meat dish — bold, aromatic, and inseparable from injera.",Shiro,"Chickpea or broad bean flour sauce slow-cooked into a thick, warming stew. The everyday Eritrean vegetarian staple — eaten with injera at every meal.",Injera with tsebhi,"Spongy sourdough flatbread laid out as both plate and utensil, piled with various stews (tsebhi). The foundation and vessel of every Eritrean meal.",,,,
estonia,Estonia,Europe,🇪🇪,"Estonian food is Baltic and quietly Nordic — dark rye bread, cold-smoked fish, blood sausage, and berry-picking culture. The cuisine is rooted in the forest and the sea, with a Soviet dairy-and-potato layer underneath.",Mulgipuder,"Barley and potato porridge cooked slowly with pork fat, served with sour cream. Ancient Estonian peasant food — still proudly eaten and deeply warming.",Verivorst,"Blood sausage with barley filling, baked and served with lingonberry jam and sour cream. Estonia's traditional Christmas dish — earthy and essential.",Smoked sprats on rye,"Baltic sprats cold-smoked and served on buttered dark rye bread. The Estonian pantry staple — salty, oily, perfect with a beer.",,,,
eswatini,Eswatini,Africa,🇸🇿,"Swazi cuisine is rooted in the rhythms of the land — maize is the backbone, pounded into pap (thick porridge) and eaten with slow-stewed meats and imifino (foraged wild greens). Emasi (soured milk) is a dietary staple and a point of cultural pride. Umncweba (sun-dried meat, similar to biltong) preserves protein through dry seasons. Traditional Swazi food is shaped by subsistence farming and communal life — meals are simple, generous, and closely tied to the agricultural calendar and ancestral tradition.",Emasi,"Soured thick milk, similar to a chunky yogurt. Eaten with pap or on its own — the Swazi daily staple, sharp and cooling.",Sidvudvu,"Pumpkin porridge thickened with mealie meal. A traditional Swazi breakfast dish — slightly sweet, warming, and comforting.",Umncweba,"Dried, salted strips of beef similar to biltong. The Swazi method of preserving meat — intensely savory and chewy.",,,,
ethiopia,Ethiopia,Africa,🇪🇹,"Ethiopian cuisine is one of the world's great communal eating traditions. At its center is injera — a large, spongy sourdough flatbread made from teff, spread with wats (slow-simmered stews) of lentils, chickpeas, lamb, or beef, spiced with berbere and mitmita. You eat with your hands, tearing injera to scoop up the stews. Fasting traditions in the Ethiopian Orthodox Church have produced one of the world's most sophisticated vegetarian and vegan cuisines — misir wat, gomen, and shiro are remarkable without a scrap of meat. Coffee originated in Ethiopia, and the coffee ceremony — three rounds, hours long — is as important as any dish on the table.",Doro wat with injera,"Chicken stew with berbere spice and hard-boiled egg, scooped with injera. The Sunday dish.",Tibs,"Beef or lamb sautéed with onion, peppers, and rosemary. Crispy edges, tender center.",Kitfo,Hand-minced raw beef seasoned with mitmita spice and clarified spiced butter. Eat with injera and ayib (mild cheese).,,,,
fiji,Fiji,Oceania,🇫🇯,"Fijian food is Pacific island cooking layered with Indian and Chinese influences brought by colonial-era laborers — coconut milk seafood dishes, earth oven feasts, and curry that has been Fijian for generations.",Kokoda,"Raw fish 'cooked' in citrus juice then mixed with coconut cream, chiles, and onion. Fiji's ceviche — bright, tropical, and the first thing to order.",Lovo,"Meats and root vegetables wrapped in banana leaves and slow-cooked in an underground earth oven. The Fijian feast method for weddings, funerals, and celebrations.",Rourou,Taro leaves simmered in coconut milk with onion and spices. The everyday green vegetable dish of the islands.,,,,
finland,Finland,Europe,🇫🇮,"Finnish food is forest and lake — reindeer, foraged mushrooms and cloudberries, rye bread dark enough to outlast civilization, and smoked fish from a thousand lakes. Simple, seasonal, and quietly excellent.",Karjalanpiirakka,"Thin rye pastry shells filled with rice or potato porridge, eaten spread with egg butter. The Karelian pasty — Finland's most iconic baked good.",Lohikeitto,"Creamy salmon and potato soup with dill and a touch of leek. The Finnish lake-country comfort dish, year-round.",Poronkäristys,"Thinly sliced reindeer sautéed in butter, served with mashed potato and lingonberry jam. Lapland on a plate.",,,,
france,France,Europe,🇫🇷,"French cuisine is the foundation on which most of Western professional cooking was built — the brigade system, the mother sauces, the philosophy that cooking is an art worth a lifetime of discipline. Regionally it is vast: Brittany's butter and buckwheat crêpes, Provence's olive oil and tomatoes, Lyon's offal and quenelles (the city Bocuse called the world's greatest food capital), Alsace's choucroute and Riesling-braised pork, Bordeaux's wine-country simplicity. The baguette, the bistro, the tasting menu — all French inventions. Haute cuisine and the corner boulangerie are equally serious. France doesn't just have a cuisine; it has a philosophy of eating that shaped the entire world's table.",Steak frites,Grilled steak with crispy fries — the bistro lunch staple. Order it medium-rare.,Croque monsieur,"Open-faced ham and gruyère sandwich, finished under the broiler with béchamel.",Crème brûlée,Vanilla custard with a torched sugar crust you crack with the back of a spoon.,,,,
gabon,Gabon,Africa,🇬🇦,"Gabonese food is equatorial coast and rainforest — fresh Atlantic seafood in Libreville, smoked fish and bush meat inland, and everything enriched with red palm oil and pounded peanuts.",Nyembwe chicken,"Chicken braised in palm nut sauce until rich and deeply orange. Gabon's national dish — oily, earthy, and inseparable from rice.",Poisson braisé,"Whole fish marinated in piri piri and herbs, grilled over charcoal. The Libreville street-food staple, eaten with fried plantain.",Mbika,Roasted pumpkin seed paste cooked with fish or chicken and leafy greens. A traditional dish of the interior forest communities.,,,,
gambia,Gambia,Africa,🇬🇲,"Gambian food is West African simplicity centered on rice — cooked in groundnut sauce, palm oil, or tomato broth, with fresh fish from the river and Atlantic coast. The groundnut stew is a national institution.",Benachin,Rice cooked in a rich tomato-and-meat broth with vegetables and fish in one pot. The Gambian jollof — every family has a version they'll defend.,Domoda,"Thick groundnut stew with beef or chicken and sweet potato. Rich, peanut-forward, and deeply satisfying — eaten at every gathering.",Yassa,"Chicken or fish marinated in lemon juice and mustard, braised low and slow with mountains of caramelized onions. Beloved across West Africa.",,,,
georgia,Georgia,Asia,🇬🇪,"Georgian food is walnut-rich and wine-ancient — cheese-filled bread boats, soup dumplings eaten with ritual, and the supra feast tradition where a tamada (toastmaster) guides hours of toasts and food.",Khachapuri,"Bread boat filled with melted sulguni cheese and a runny egg cracked in at the end. Tear the edges, stir everything together, drag through the filling.",Khinkali,"Large pleated soup dumplings filled with spiced pork and beef. Bite the knot, sip the hot broth inside first, eat the rest. The knot is left on the plate.",Satsivi,"Poached chicken blanketed in a cold walnut sauce with fenugreek, coriander, and garlic. Served at room temperature — the Georgian holiday centerpiece.",,,,
germany,Germany,Europe,🇩🇪,"German food is regional and more varied than its reputation — Bavaria has pork knuckle and pretzels, the north has herring and smoked eel, and Berlin has currywurst from a snack stand at midnight. Beer is always contextually correct.",Sauerbraten,"Beef marinated for days in vinegar and aromatics, then braised until fork-tender. Germany's national pot roast — served with red cabbage and potato dumplings.",Schweinshaxe,"Slow-roasted pork knuckle with shatteringly crisp crackling, served with sauerkraut and mustard. Bavaria's great beer-hall dish.",Currywurst,"Sliced pork sausage in a curry-spiced ketchup sauce, served with fries or a bread roll. Berlin's beloved street food — simple, satisfying, and eaten standing up.",,,,
ghana,Ghana,Africa,🇬🇭,"Ghanaian food is West African cooking at its most vibrant — jollof rice that wins every argument, peanut soups with fufu pounded tableside, fermented fish for depth, and kelewele spiced plantain from every corner stall.",Jollof rice,"Rice cooked in a smoky, spiced tomato-and-pepper base. Ghana insists its version beats Nigeria's. The debate is ongoing and extremely serious.",Groundnut soup,"Rich peanut broth with chicken or goat, eaten with pounded fufu. The go-to Sunday dish — deep, warming, made with patience.",Kelewele,"Diced ripe plantain fried with ginger, chile, and spices until the outside caramelizes. Accra's irresistible street snack.",,,,
greece,Greece,Europe,🇬🇷,"Greek food is olive oil, lemon, and time — slow-roasted lamb, charred octopus on harbor walls, and mezze that expands every time you think you're finished. The rule is: eat slowly and order more wine.",Moussaka,"Layers of spiced lamb, eggplant, and potato topped with thick béchamel and baked golden. The Greek kitchen's most ambitious and rewarding dish.",Souvlaki,"Marinated pork or chicken grilled on skewers, stuffed into pita with tzatziki, tomato, and onion. Fast food executed with dignity.",Spanakopita,"Flaky phyllo pastry packed with spinach, feta, and dill. At every Greek table, every celebration, every grandmother's kitchen.",,,,
grenada,Grenada,North America,🇬🇩,"Grenadian food is the Spice Isle on a plate — nutmeg, mace, cloves, and cinnamon season nearly everything. Oil down (the national dish) is a slow coconut milk stew eaten communally, ideally outdoors.",Oil down,"Breadfruit, salted meat, callaloo, and dumplings slow-cooked in coconut milk until the liquid is fully absorbed. Grenada's national dish — communal, unhurried, fragrant with spice.",Callaloo soup,"Dasheen leaves simmered and blended with coconut milk, okra, and crab. Lush, dark green, and deeply nourishing.",Nutmeg ice cream,Vanilla ice cream churned with fresh Grenadian nutmeg. The island's most beloved dessert — benefiting from the world's finest supply.,,,,
guatemala,Guatemala,North America,🇬🇹,"Guatemalan food is ancient Maya cuisine in daily use — corn-based tamales, seed-thickened stews, and pepián (the national dish) made from roasted seeds and chiles whose recipe predates the Spanish arrival by centuries.",Pepián,"Thick stew of chicken or beef in a sauce of roasted pumpkin seeds, sesame, dried chiles, and tomatoes. Guatemala's national dish — pre-Columbian, complex, extraordinary.",Tamales colorados,"Corn masa filled with pork and a tomato-chile sauce, wrapped in banana leaves and steamed. The Christmas and celebration food.",Kak'ik,"Turkey soup seasoned with dried chiles, achiote, and fresh coriander. An ancient Q'eqchi' Maya ceremonial dish, still served at festivals.",,,,
guinea,Guinea,Africa,🇬🇳,"Guinean cuisine is shaped by the country's three distinct regions — the coastal Basse-Côte, the Fouta Djallon highlands, and the savanna interior. Rice is the universal constant, but how it's served shifts: with peanut-based sauces (maafe) in the interior, with palm oil and smoked fish on the coast. Soups built on okra, dried fish, and leafy greens are everyday staples. Fouta Djallon is known for its dairy tradition — a rarity in West Africa. The cuisine is honest and ingredient-driven, built by a country that grows some of the region's finest rice, pineapples, and mangoes.",Poulet yassa,"Chicken marinated in lemon and mustard, braised with masses of softened onions. Shared across the West African coast, but mastered throughout Guinea.",Riz gras,"Rice cooked long and slowly in a broth of meat, tomato, and vegetables until every grain is deeply flavored. The celebration and everyday meal alike.",Sauce feuilles,"Cassava leaf sauce cooked down with palm oil, dried fish, and spices until thick and dark. The essential green sauce, eaten over rice across the country.",,,,
guinea_bissau,Guinea-Bissau,Africa,🇬🇼,"Guinea-Bissauan food is West African coastal — rice and fish-based, shaped by the mangrove coast, and with cashew (the country's main export) appearing as a snack and an ingredient throughout.",Caldo de mancarra,"Peanut stew with chicken or fish, palm oil, onion, and garlic. The national staple dish — rich, thick, and quietly satisfying.",Pirão,Cassava flour stirred into a seasoned fish broth to form a thick porridge. Eaten with grilled fish along the coast — the fisherman's daily meal.,Jollof rice,"Rice cooked in tomato and pepper sauce with fish or meat. The West African constant, Guinea-Bissauan style.",,,,
guyana,Guyana,South America,🇬🇾,"Guyanese food is South America's most Caribbean — Indian, African, Chinese, and Amerindian influences creating a unique mix where curry sits next to pepperpot, and roti shares the table with cook-up rice.",Pepperpot,"Dark, slow-cooked beef stew made with cassareep (cassava extract), cinnamon, and scotch bonnet. The Amerindian-origin national dish, eaten on Christmas morning.",Roti and curry,"Flaky oil-layered flatbread (a legacy of Indian indenture) eaten with potato, goat, or duck curry. The everyday Guyanese meal.",Cook-up rice,"Rice, black-eyed peas, and meat slow-cooked together in coconut milk. The Guyanese one-pot dish — casual, filling, made on Saturdays.",,,,
haiti,Haiti,North America,🇭🇹,"Haitian food is African cooking refracted through French colonialism — slow-braised meats in sour orange marinade, rice and beans in every form, and griot (crispy fried pork) that is the country's most celebrated dish.",Griot,"Pork marinated in sour orange and epis spice paste, braised until tender then deep-fried until crackling-crisp. Haiti's most beloved dish — eaten with pikliz (fiery pickled slaw) on the side.",Riz et pois,Rice and kidney beans or black beans slow-cooked together. The Haitian daily staple — inseparable from every main course on every table.,Joumou soup,"Pumpkin and beef soup with pasta, root vegetables, and warm spices. Eaten every January 1st to celebrate Haitian independence — one of the world's most politically charged dishes.",,,,
honduras,Honduras,North America,🇭🇳,"Honduran cuisine is Central American cooking with its own confident identity. The baleada is the great national street food — a thick flour tortilla folded over refried beans, crema, and salty cheese, eaten at any hour. Sopa de caracol (conch soup with coconut milk and yuca) is the Caribbean coast's signature dish, complex and warming. Tapado (a seafood and plantain stew) reflects the Garífuna community's African and Caribbean heritage. From the Pacific to the Caribbean, Honduras has two coastlines and a rich interior of corn, beans, and tropical fruit — a cuisine that rewards more attention than it typically receives.",Baleada,"Thick flour tortilla filled with refried beans, crumbled white cheese, and cream. Honduras's defining street food — simple, filling, eaten morning to night.",Sopa de caracol,"Conch soup with coconut milk, yuca, and plantain. The Caribbean coast's signature dish — rich, subtly sweet, and deeply satisfying.",Tapado,Whole seafood stewed in coconut milk with green plantain and root vegetables. A Garifuna-origin dish from the Caribbean shore — complex and coastal.,,,,
hungary,Hungary,Europe,🇭🇺,"Hungarian food is paprika and patience — slow-braised meats, a fish soup that runs red from the spice, and pastries that hint at the empire this cuisine once fed. Gulyás here is a stew, not the watered-down soup the world calls goulash.",Gulyás,"Beef and onion stew deeply seasoned with sweet Hungarian paprika and caraway, simmered until brick-red and thick. The national dish — a stew, emphatically not a soup.",Töltött káposzta,"Pork-stuffed cabbage rolls braised in tomato sauce with sour cream. Slow-cooked, rich, and the definitive Hungarian Sunday family dish.",Lángos,"Deep-fried dough topped with sour cream and grated cheese. Hungary's great street food — crispy outside, yielding within, impossible to eat neatly.",,,,
iceland,Iceland,Europe,🇮🇸,"Icelandic food is Arctic and ocean-driven — lamb that grazes on wild herbs all summer, Atlantic cod and Arctic char, skyr eaten for a thousand years, and a hot dog stand in Reykjavík that is genuinely worth the queue.",Kjötsúpa,"Slow-cooked Icelandic lamb soup with root vegetables and herbs. The national comfort dish — made from some of the world's most flavorful, free-ranging lamb.",Skyr,"Thick, tangy cultured dairy with the texture of Greek yogurt and more protein. Eaten with berries and cream — Iceland's ancient superfood, now sold globally.",Pylsur,"Icelandic lamb hot dog with crispy fried onion, raw onion, mustard, ketchup, and remoulade. The Bæjarins Beztu stand in Reykjavík has served these since 1937. Bill Clinton had one.",,,,
india,India,Asia,🇮🇳,"Indian cuisine is one of the world's most vast and varied — not a single cuisine at all, but a mosaic of regional traditions as different from each other as French is from Greek. The north is tandoor-charred bread, slow-cooked kormas, and buttery dal; the south is crispy fermented dosa, coconut-based curries, and tamarind-soured rice; the west is Goan pork vindaloo from the Portuguese era and Gujarati vegetarian cooking of extraordinary refinement; the east is mustard-oil fish from Bengal and dumplings from the Himalayan borderlands. Spice blends, cooking fats, and staple grains shift every few hundred kilometers. India has been shaping global food — through the spice trade alone — for over two thousand years.",Chicken tikka masala,"Yogurt-marinated chicken in a tomato-cream sauce. Brit-Indian classic, weeknight favorite.",Masala dosa,"Thin, crispy rice-and-lentil crepe wrapped around spiced potato. Eat with sambar and coconut chutney.",Biryani,"Long-grain basmati rice layered with marinated meat, saffron, and fried onion. Special-occasion food.",,,,
indonesia,Indonesia,Asia,🇮🇩,"Indonesian food is the world's largest archipelago on a plate — 17,000 islands, 300 ethnic groups, and a cuisine ranging from Balinese pork to Acehnese beef curry, unified by rice, sambal, and coconut milk.",Nasi goreng,"Fried rice with kecap manis (sweet soy sauce), shallots, and a fried egg on top. Indonesia's national dish — made in a screaming-hot wok with yesterday's rice.",Rendang,Beef slow-cooked for hours in coconut milk and spice paste until nearly dry and deeply caramelized. West Sumatran in origin — repeatedly voted the world's best dish.,Satay,Skewered and grilled meat served with peanut sauce and compressed rice cake. The street food that spread across Southeast Asia and then the world.,,,,
iran,Iran,Asia,🇮🇷,"Iranian food is the world's most underrated — long-simmered stews with pomegranate and walnut, saffron-perfumed rice with a golden crispy tahdig crust, and herb-heavy dishes that use fresh herbs by the fistful.",Ghormeh sabzi,"Herb stew of fenugreek, parsley, and dried fenugreek with kidney beans, dried limes, and lamb. Iran's most beloved dish — slow, sour, and deeply fragrant.",Chelow tahdig,"Perfectly steamed basmati rice with a golden, crispy crust at the bottom of the pot. The most fought-over portion of any Persian meal — the cook's proudest achievement.",Fesenjan,"Duck or chicken braised in a dark pomegranate molasses and walnut sauce. Sweet, sour, richly complex — the dish of Nowruz and celebration tables.",,,,
iraq,Iraq,Asia,🇮🇶,"Iraqi food is ancient Mesopotamian cooking — slow-cooked lamb and rice dishes, flatbreads from clay ovens, and masgouf (grilled river fish) that has been eaten on the banks of the Tigris for millennia.",Masgouf,"Whole carp split open, marinated in tamarind and spices, and slow-grilled open-faced over an open fire. Iraq's national dish — ancient, smoky, eaten on the Tigris riverbank.",Quzi,"Whole slow-roasted lamb on a bed of saffron rice with raisins and almonds. The Iraqi dish of feasts and celebrations — fragrant, generous, communal.",Tashreeb,"Lamb and vegetable stew poured over broken flatbread (samoon) to soak up the broth. Comfort food at its most elemental — the bread dissolves, the flavor doesn't.",,,,
ireland,Ireland,Europe,🇮🇪,"Irish food has had a quiet renaissance — farm-fresh butter and cheese, Atlantic seafood, soda bread warm from the oven, and a pub stew culture that never went out of fashion. The potato's reputation was earned here.",Irish stew,"Lamb or mutton with potato, onion, and carrot, slow-cooked until the broth turns silky and the meat falls apart. Simple, warming, and perfectly suited to the Irish climate.",Soda bread,"Soft, slightly dense bread leavened with baking soda and buttermilk. Best eaten still warm with a thick spread of salted Irish butter — no toasting required.",Full Irish breakfast,"Back rashers, pork sausages, black and white pudding, fried eggs, grilled tomato, and soda bread. The morning spread that makes lunch unnecessary.",,,,
israel,Israel,Middle East,🇮🇱,"Israeli cuisine is a living archive of Jewish diaspora cooking merged with the flavors of the broader Middle East. Hummus is eaten daily and argued about seriously — the best shops have lines before they open. Shakshuka (eggs poached in spiced tomato) is the morning standard; falafel in warm pita with pickles and tahini is lunch. Yemenite, Moroccan, Persian, and Ashkenazi traditions all share the same table. The modern Israeli food scene — fueled in part by chefs like Yotam Ottolenghi — has made this one of the most globally influential cuisines of the past two decades.",Hummus (the meal kind),"Warm, mounded chickpea purée with olive oil, sometimes meat or whole chickpeas on top. Eaten with pita, not as a dip.",Sabich,"Pita stuffed with fried eggplant, hard-boiled egg, hummus, tahini, amba (mango pickle), and herbs.",Shakshuka,"Eggs poached in spiced tomato-pepper sauce. Breakfast for two, eaten straight from the pan with bread.",,,,
italy,Italy,Europe,🇮🇹,"Italian immigrants from Genoa and southern Italy began flooding into North Beach in the 1870s, drawn by the Bay and the fishing trade. By 1900, Columbus Avenue was wall-to-wall Italian restaurants. Molinari & Sons deli has been hand-curing salami on Columbus since 1896. Liguria Bakery has baked focaccia the same way since 1911. Caffè Trieste, opened in 1956, was the West Coast's first espresso bar. North Beach — SF's Little Italy — remains one of the most intact Italian-American neighborhoods in the country, where a 150-year culinary tradition still shows up in the bread, the coffee, and the pasta.",Cacio e pepe,"Pasta tossed with pecorino and black pepper — three ingredients, all about technique.",Pizza margherita,"Tomato, mozzarella, basil on a charred, chewy crust. The standard everything else gets measured against.",Tiramisu,Espresso-soaked ladyfingers layered with sweet mascarpone — Italy's answer to coffee dessert.,,,,
jamaica,Jamaica,North America,🇯🇲,"Jamaican food is bold and fragrant — jerk spice rubbed into meat and cooked over pimento wood smoke, ackee and saltfish at breakfast, and a beef patty culture that gets criminally underestimated everywhere outside the island.",Jerk chicken,"Chicken marinated in scotch bonnet, allspice, thyme, and ginger, slow-cooked over pimento (allspice) wood. Jamaica's great contribution to global barbecue.",Ackee and saltfish,"Ackee fruit (creamy, egg-like when ripe) sautéed with salt cod, onion, tomato, and scotch bonnet. The national dish — eaten at breakfast, sometimes for dinner too.",Jamaican beef patty,"Flaky, turmeric-yellow pastry filled with heavily spiced ground beef. The perfect street food — a whole satisfying meal held in one hand.",,,,
japan,Japan,Asia,🇯🇵,"San Francisco's Japantown (Nihonmachi) dates to 1906 and is one of only three remaining historic Japantowns in the United States. At its peak before World War II, it resembled Tokyo's Ginza district. The community rebuilt after the trauma of wartime internment and kept its food culture intact — ramen shops, izakayas, mochi makers, and sushi bars have anchored the Western Addition for decades. Today Japantown draws diners citywide and hosts two Michelin-starred restaurants, making it one of the most culinarily serious Japanese enclaves outside Japan.",Sushi & sashimi,"Vinegared rice or pure fish, sliced by someone who's been doing it 20 years. Trust the chef.",Tonkotsu ramen,"Pork bone broth simmered until milky, with chashu pork, soft egg, and chewy noodles.",Tempura,"Vegetables and seafood in a crisp, lacy batter. Best straight from the fryer.",,,,
jordan,Jordan,Asia,🇯🇴,"Jordanian food is generous and Levantine — mezze spreads with hummus and fattoush, mansaf (the national dish of lamb in fermented yogurt sauce), and a hospitality tradition where no guest leaves hungry.",Mansaf,"Lamb slow-cooked in jameed (fermented dried yogurt) sauce, served over flatbread and saffron rice. Jordan's national dish — the required centerpiece of weddings, funerals, and diplomacy.",Maqluba,"Upside-down rice with chicken or lamb and vegetables, cooked in one pot and ceremonially flipped onto a platter at the table. Dramatic, delicious.",Fattoush,"Crispy toasted flatbread tossed with tomato, cucumber, radish, mint, and a sharp sumac dressing. The Levantine salad that turns stale bread into the best thing on the table.",,,,
kazakhstan,Kazakhstan,Asia,🇰🇿,"Kazakh food is nomadic steppe cooking — horse meat and lamb are the proteins, fermented mare's milk is the drink, and the whole tradition is built around hospitality, communal eating, and meat prepared with striking simplicity.",Beshbarmak,"Boiled lamb or horse meat laid over wide flat noodles and served in broth, eaten by hand. The national dish — the name means 'five fingers.' Cooked for every significant gathering.",Kuyrdak,"Fried offal (liver, kidney, heart, lung) with onion. A nomadic dish born of practicality — cooked fresh from the parts of a freshly slaughtered animal.",Kymyz,"Fermented mare's milk — slightly fizzy, sour, and mildly alcoholic. The national drink, offered to every guest as a gesture of welcome and respect.",,,,
